Date,Value
2001-07-17,"10,606.39"
2001-07-18,"10,569.83"
2001-07-19,"10,610.00"
2001-07-20,"10,576.65"
2001-07-23,"10,424.42"
2001-07-24,"10,241.12"
2001-07-25,"10,405.67"
2001-07-26,"10,455.63"
2001-07-27,"10,416.67"
2001-07-30,"10,401.72"
2001-07-31,"10,522.81"
2001-08-01,"10,510.01"
2001-08-02,"10,551.18"
2001-08-03,"10,512.78"
2001-08-06,"10,401.31"
2001-08-07,"10,458.74"
2001-08-08,"10,293.50"
2001-08-09,"10,298.56"
2001-08-10,"10,416.25"
2001-08-13,"10,415.91"
2001-08-14,"10,412.17"
2001-08-15,"10,345.95"
2001-08-16,"10,392.52"
2001-08-17,"10,240.78"
2001-08-20,"10,320.07"
2001-08-21,"10,174.14"
2001-08-22,"10,276.90"
2001-08-23,"10,229.15"
2001-08-24,"10,423.17"
2001-08-27,"10,382.35"
2001-08-28,"10,222.03"
2001-08-29,"10,090.90"
2001-08-30,"9,919.58"
2001-08-31,"9,949.75"
2001-09-04,"9,997.49"
2001-09-05,"10,033.27"
2001-09-06,"9,840.84"
2001-09-07,"9,605.85"
2001-09-10,"9,605.51"
2001-09-17,"8,920.70"
2001-09-18,"8,903.40"
2001-09-19,"8,759.13"
2001-09-20,"8,376.21"
2001-09-21,"8,235.81"
2001-09-24,"8,603.86"
2001-09-25,"8,659.97"
2001-09-26,"8,567.39"
2001-09-27,"8,681.42"
2001-09-28,"8,847.56"
2001-10-01,"8,836.83"
2001-10-02,"8,950.59"
2001-10-03,"9,123.78"
2001-10-04,"9,060.88"
2001-10-05,"9,119.77"
2001-10-08,"9,067.94"
2001-10-09,"9,052.44"
2001-10-10,"9,240.86"
2001-10-11,"9,410.45"
2001-10-12,"9,344.16"
2001-10-15,"9,347.62"
2001-10-16,"9,384.23"
2001-10-17,"9,232.97"
2001-10-18,"9,163.22"
2001-10-19,"9,204.11"
2001-10-22,"9,377.03"
2001-10-23,"9,340.08"
2001-10-24,"9,345.62"
2001-10-25,"9,462.90"
2001-10-26,"9,545.17"
2001-10-29,"9,269.50"
2001-10-30,"9,121.98"
2001-10-31,"9,075.14"
2001-11-01,"9,263.90"
2001-11-02,"9,323.54"
2001-11-05,"9,441.03"
2001-11-06,"9,591.12"
2001-11-07,"9,554.37"
2001-11-08,"9,587.52"
2001-11-09,"9,608.00"
2001-11-12,"9,554.37"
2001-11-13,"9,750.95"
2001-11-14,"9,823.61"
2001-11-15,"9,872.39"
2001-11-16,"9,866.99"
2001-11-19,"9,976.46"
2001-11-20,"9,901.38"
2001-11-21,"9,834.68"
2001-11-23,"9,959.71"
2001-11-26,"9,982.75"
2001-11-27,"9,872.60"
2001-11-28,"9,711.86"
2001-11-29,"9,829.42"
2001-11-30,"9,851.56"
2001-12-03,"9,763.96"
2001-12-04,"9,893.84"
2001-12-05,"10,114.29"
2001-12-06,"10,099.14"
2001-12-07,"10,049.46"
2001-12-10,"9,921.45"
2001-12-11,"9,888.37"
2001-12-12,"9,894.81"
2001-12-13,"9,766.45"
2001-12-14,"9,811.15"
2001-12-17,"9,891.97"
2001-12-18,"9,998.39"
2001-12-19,"10,070.49"
2001-12-20,"9,985.18"
2001-12-21,"10,035.34"
2001-12-24,"10,035.34"
2001-12-26,"10,088.14"
2001-12-27,"10,131.31"
2001-12-28,"10,136.99"
2001-12-31,"10,021.50"
2002-01-02,"10,073.40"
2002-01-03,"10,172.14"
2002-01-04,"10,259.74"
2002-01-07,"10,197.05"
2002-01-08,"10,150.55"
2002-01-09,"10,094.09"
2002-01-10,"10,067.86"
2002-01-11,"9,987.53"
2002-01-14,"9,891.42"
2002-01-15,"9,924.15"
2002-01-16,"9,712.27"
2002-01-17,"9,850.04"
2002-01-18,"9,771.85"
2002-01-22,"9,713.80"
2002-01-23,"9,730.96"
2002-01-24,"9,796.07"
2002-01-25,"9,840.08"
2002-01-28,"9,865.75"
2002-01-29,"9,618.24"
2002-01-30,"9,762.86"
2002-01-31,"9,920.00"
2002-02-01,"9,907.26"
2002-02-04,"9,687.09"
2002-02-05,"9,685.43"
2002-02-06,"9,653.39"
2002-02-07,"9,625.44"
2002-02-08,"9,744.24"
2002-02-11,"9,884.78"
2002-02-12,"9,863.74"
2002-02-13,"9,989.67"
2002-02-14,"10,001.99"
2002-02-15,"9,903.04"
2002-02-19,"9,745.14"
2002-02-20,"9,941.17"
2002-02-21,"9,834.68"
2002-02-22,"9,968.15"
2002-02-25,"10,145.71"
2002-02-26,"10,115.26"
2002-02-27,"10,127.58"
2002-02-28,"10,106.13"
2002-03-01,"10,368.86"
2002-03-04,"10,586.82"
2002-03-05,"10,433.41"
2002-03-06,"10,574.29"
2002-03-07,"10,525.37"
2002-03-08,"10,572.49"
2002-03-11,"10,611.24"
2002-03-12,"10,632.35"
2002-03-13,"10,501.85"
2002-03-14,"10,517.14"
2002-03-15,"10,607.23"
2002-03-18,"10,577.75"
2002-03-19,"10,635.25"
2002-03-20,"10,501.57"
2002-03-21,"10,479.84"
2002-03-22,"10,427.67"
2002-03-25,"10,281.67"
2002-03-26,"10,353.36"
2002-03-27,"10,426.91"
2002-03-28,"10,403.94"
2002-04-01,"10,362.70"
2002-04-02,"10,313.71"
2002-04-03,"10,198.29"
2002-04-04,"10,235.17"
2002-04-05,"10,271.64"
2002-04-08,"10,249.08"
2002-04-09,"10,208.67"
2002-04-10,"10,381.73"
2002-04-11,"10,176.08"
2002-04-12,"10,190.82"
2002-04-15,"10,093.67"
2002-04-16,"10,301.32"
2002-04-17,"10,220.78"
2002-04-18,"10,205.28"
2002-04-19,"10,257.11"
2002-04-22,"10,136.43"
2002-04-23,"10,089.24"
2002-04-24,"10,030.43"
2002-04-25,"10,035.06"
2002-04-26,"9,910.72"
2002-04-29,"9,819.87"
2002-04-30,"9,946.22"
2002-05-01,"10,059.63"
2002-05-02,"10,091.87"
2002-05-03,"10,006.63"
2002-05-06,"9,808.04"
2002-05-07,"9,836.55"
2002-05-08,"10,141.83"
2002-05-09,"10,037.42"
2002-05-10,"9,939.92"
2002-05-13,"10,109.66"
2002-05-14,"10,298.14"
2002-05-15,"10,243.68"
2002-05-16,"10,289.21"
2002-05-17,"10,353.08"
2002-05-20,"10,229.50"
2002-05-21,"10,105.71"
2002-05-22,"10,157.88"
2002-05-23,"10,216.08"
2002-05-24,"10,104.26"
2002-05-28,"9,981.58"
2002-05-29,"9,923.04"
2002-05-30,"9,911.69"
2002-05-31,"9,925.25"
2002-06-03,"9,709.79"
2002-06-04,"9,687.84"
2002-06-05,"9,796.80"
2002-06-06,"9,624.64"
2002-06-07,"9,589.67"
2002-06-10,"9,645.40"
2002-06-11,"9,517.26"
2002-06-12,"9,617.71"
2002-06-13,"9,502.80"
2002-06-14,"9,474.21"
2002-06-17,"9,687.42"
2002-06-18,"9,706.12"
2002-06-19,"9,561.57"
2002-06-20,"9,431.77"
2002-06-21,"9,253.79"
2002-06-24,"9,281.82"
2002-06-25,"9,126.82"
2002-06-26,"9,120.11"
2002-06-27,"9,269.92"
2002-06-28,"9,243.26"
2002-07-01,"9,109.79"
2002-07-02,"9,007.75"
2002-07-03,"9,054.97"
2002-07-05,"9,379.50"
2002-07-08,"9,274.90"
2002-07-09,"9,096.09"
2002-07-10,"8,813.50"
2002-07-11,"8,801.53"
2002-07-12,"8,684.53"
2002-07-15,"8,639.19"
2002-07-16,"8,473.11"
2002-07-17,"8,542.48"
2002-07-18,"8,409.49"
2002-07-19,"8,019.26"
2002-07-22,"7,784.58"
2002-07-23,"7,702.34"
2002-07-24,"8,191.29"
2002-07-25,"8,186.31"
2002-07-26,"8,264.39"
2002-07-29,"8,711.88"
2002-07-30,"8,680.03"
2002-07-31,"8,736.59"
2002-08-01,"8,506.62"
2002-08-02,"8,313.13"
2002-08-05,"8,043.63"
2002-08-06,"8,274.09"
2002-08-07,"8,456.15"
2002-08-08,"8,712.02"
2002-08-09,"8,745.45"
2002-08-12,"8,688.89"
2002-08-13,"8,482.39"
2002-08-14,"8,743.31"
2002-08-15,"8,818.14"
2002-08-16,"8,778.06"
2002-08-19,"8,990.79"
2002-08-20,"8,872.07"
2002-08-21,"8,957.23"
2002-08-22,"9,053.64"
2002-08-23,"8,872.96"
2002-08-26,"8,919.01"
2002-08-27,"8,824.41"
2002-08-28,"8,694.09"
2002-08-29,"8,670.99"
2002-08-30,"8,663.50"
2002-09-03,"8,308.05"
2002-09-04,"8,425.12"
2002-09-05,"8,283.70"
2002-09-06,"8,427.20"
2002-09-09,"8,519.38"
2002-09-10,"8,602.61"
2002-09-11,"8,581.17"
2002-09-12,"8,379.41"
2002-09-13,"8,312.69"
2002-09-16,"8,380.18"
2002-09-17,"8,207.55"
2002-09-18,"8,172.45"
2002-09-19,"7,942.39"
2002-09-20,"7,986.02"
2002-09-23,"7,872.15"
2002-09-24,"7,683.13"
2002-09-25,"7,841.82"
2002-09-26,"7,997.12"
2002-09-27,"7,701.45"
2002-09-30,"7,591.93"
2002-10-01,"7,938.79"
2002-10-02,"7,755.61"
2002-10-03,"7,717.19"
2002-10-04,"7,528.40"
2002-10-07,"7,422.84"
2002-10-08,"7,501.49"
2002-10-09,"7,286.27"
2002-10-10,"7,533.95"
2002-10-11,"7,850.29"
2002-10-14,"7,877.40"
2002-10-15,"8,255.68"
2002-10-16,"8,036.03"
2002-10-17,"8,275.04"
2002-10-18,"8,322.40"
2002-10-21,"8,538.24"
2002-10-22,"8,450.16"
2002-10-23,"8,494.27"
2002-10-24,"8,317.34"
2002-10-25,"8,443.99"
2002-10-28,"8,368.04"
2002-10-29,"8,368.94"
2002-10-30,"8,427.41"
2002-10-31,"8,397.03"
2002-11-01,"8,517.64"
2002-11-04,"8,571.60"
2002-11-05,"8,678.27"
2002-11-06,"8,771.01"
2002-11-07,"8,586.24"
2002-11-08,"8,537.13"
2002-11-11,"8,358.95"
2002-11-12,"8,386.00"
2002-11-13,"8,398.49"
2002-11-14,"8,542.13"
2002-11-15,"8,579.09"
2002-11-18,"8,486.57"
2002-11-19,"8,474.78"
2002-11-20,"8,623.01"
2002-11-21,"8,845.15"
2002-11-22,"8,804.84"
2002-11-25,"8,849.40"
2002-11-26,"8,676.42"
2002-11-27,"8,931.68"
2002-11-29,"8,896.09"
2002-12-02,"8,862.57"
2002-12-03,"8,742.93"
2002-12-04,"8,737.85"
2002-12-05,"8,623.28"
2002-12-06,"8,645.77"
2002-12-09,"8,473.41"
2002-12-10,"8,574.26"
2002-12-11,"8,589.14"
2002-12-12,"8,538.40"
2002-12-13,"8,433.71"
2002-12-16,"8,627.40"
2002-12-17,"8,535.39"
2002-12-18,"8,447.35"
2002-12-19,"8,364.80"
2002-12-20,"8,511.32"
2002-12-23,"8,493.29"
2002-12-24,"8,448.11"
2002-12-26,"8,432.61"
2002-12-27,"8,303.78"
2002-12-30,"8,332.85"
2002-12-31,"8,341.63"
2003-01-02,"8,607.52"
2003-01-03,"8,601.69"
2003-01-06,"8,773.57"
2003-01-07,"8,740.59"
2003-01-08,"8,595.31"
2003-01-09,"8,776.18"
2003-01-10,"8,784.89"
2003-01-13,"8,785.98"
2003-01-14,"8,842.62"
2003-01-15,"8,723.18"
2003-01-16,"8,697.87"
2003-01-17,"8,586.74"
2003-01-21,"8,442.90"
2003-01-22,"8,318.73"
2003-01-23,"8,369.47"
2003-01-24,"8,131.01"
2003-01-27,"7,989.56"
2003-01-28,"8,088.84"
2003-01-29,"8,110.71"
2003-01-30,"7,945.13"
2003-01-31,"8,053.81"
2003-02-03,"8,109.82"
2003-02-04,"8,013.29"
2003-02-05,"7,985.18"
2003-02-06,"7,929.30"
2003-02-07,"7,864.23"
2003-02-10,"7,920.11"
2003-02-11,"7,843.11"
2003-02-12,"7,758.17"
2003-02-13,"7,749.87"
2003-02-14,"7,908.80"
2003-02-18,"8,041.15"
2003-02-19,"8,000.60"
2003-02-20,"7,914.96"
2003-02-21,"8,018.11"
2003-02-24,"7,858.24"
2003-02-25,"7,909.50"
2003-02-26,"7,806.98"
2003-02-27,"7,884.99"
2003-02-28,"7,891.08"
2003-03-03,"7,837.86"
2003-03-04,"7,704.87"
2003-03-05,"7,775.60"
2003-03-06,"7,673.99"
2003-03-07,"7,740.03"
2003-03-10,"7,568.18"
2003-03-11,"7,524.06"
2003-03-12,"7,552.07"
2003-03-13,"7,821.75"
2003-03-14,"7,859.71"
2003-03-17,"8,141.92"
2003-03-18,"8,194.23"
2003-03-19,"8,265.45"
2003-03-20,"8,286.60"
2003-03-21,"8,521.97"
2003-03-24,"8,214.68"
2003-03-25,"8,280.23"
2003-03-26,"8,229.88"
2003-03-27,"8,201.45"
2003-03-28,"8,145.77"
2003-03-31,"7,992.13"
2003-04-01,"8,069.86"
2003-04-02,"8,285.06"
2003-04-03,"8,240.38"
2003-04-04,"8,277.15"
2003-04-07,"8,300.41"
2003-04-08,"8,298.92"
2003-04-09,"8,197.94"
2003-04-10,"8,221.33"
2003-04-11,"8,203.41"
2003-04-14,"8,351.10"
2003-04-15,"8,402.36"
2003-04-16,"8,257.61"
2003-04-17,"8,337.65"
2003-04-21,"8,328.90"
2003-04-22,"8,484.99"
2003-04-23,"8,515.66"
2003-04-24,"8,440.04"
2003-04-25,"8,306.35"
2003-04-28,"8,471.61"
2003-04-29,"8,502.99"
2003-04-30,"8,480.09"
2003-05-01,"8,454.25"
2003-05-02,"8,582.68"
2003-05-05,"8,531.57"
2003-05-06,"8,588.36"
2003-05-07,"8,560.63"
2003-05-08,"8,491.22"
2003-05-09,"8,604.60"
2003-05-12,"8,726.73"
2003-05-13,"8,679.25"
2003-05-14,"8,647.82"
2003-05-15,"8,713.14"
2003-05-16,"8,678.97"
2003-05-19,"8,493.39"
2003-05-20,"8,491.36"
2003-05-21,"8,516.43"
2003-05-22,"8,594.02"
2003-05-23,"8,601.38"
2003-05-27,"8,781.35"
2003-05-28,"8,793.12"
2003-05-29,"8,711.18"
2003-05-30,"8,850.26"
2003-06-02,"8,897.81"
2003-06-03,"8,922.95"
2003-06-04,"9,038.98"
2003-06-05,"9,041.30"
2003-06-06,"9,062.79"
2003-06-09,"8,980.00"
2003-06-10,"9,054.89"
2003-06-11,"9,183.22"
2003-06-12,"9,196.55"
2003-06-13,"9,117.12"
2003-06-16,"9,318.96"
2003-06-17,"9,323.02"
2003-06-18,"9,293.80"
2003-06-19,"9,179.53"
2003-06-20,"9,200.75"
2003-06-23,"9,072.95"
2003-06-24,"9,109.85"
2003-06-25,"9,011.53"
2003-06-26,"9,079.04"
2003-06-27,"8,989.05"
2003-06-30,"8,985.44"
2003-07-01,"9,040.95"
2003-07-02,"9,142.84"
2003-07-03,"9,070.21"
2003-07-07,"9,216.79"
2003-07-08,"9,223.09"
2003-07-09,"9,156.21"
2003-07-10,"9,036.04"
2003-07-11,"9,119.59"
2003-07-14,"9,177.15"
2003-07-15,"9,128.97"
2003-07-16,"9,094.59"
2003-07-17,"9,050.82"
2003-07-18,"9,188.15"
2003-07-21,"9,096.69"
2003-07-22,"9,158.45"
2003-07-23,"9,194.24"
2003-07-24,"9,112.51"
2003-07-25,"9,284.57"
2003-07-28,"9,266.51"
2003-07-29,"9,204.46"
2003-07-30,"9,200.05"
2003-07-31,"9,233.80"
2003-08-01,"9,153.97"
2003-08-04,"9,186.04"
2003-08-05,"9,036.32"
2003-08-06,"9,061.74"
2003-08-07,"9,126.45"
2003-08-08,"9,191.09"
2003-08-11,"9,217.35"
2003-08-12,"9,310.06"
2003-08-13,"9,271.76"
2003-08-14,"9,310.56"
2003-08-15,"9,321.69"
2003-08-18,"9,412.45"
2003-08-19,"9,428.90"
2003-08-20,"9,397.51"
2003-08-21,"9,423.68"
2003-08-22,"9,348.87"
2003-08-25,"9,317.64"
2003-08-26,"9,340.45"
2003-08-27,"9,333.79"
2003-08-28,"9,374.21"
2003-08-29,"9,415.82"
2003-09-02,"9,523.27"
2003-09-03,"9,568.46"
2003-09-04,"9,587.90"
2003-09-05,"9,503.34"
2003-09-08,"9,586.29"
2003-09-09,"9,507.20"
2003-09-10,"9,420.46"
2003-09-11,"9,459.76"
2003-09-12,"9,471.55"
2003-09-15,"9,448.81"
2003-09-16,"9,567.34"
2003-09-17,"9,545.65"
2003-09-18,"9,659.13"
2003-09-19,"9,644.82"
2003-09-22,"9,535.41"
2003-09-23,"9,576.04"
2003-09-24,"9,425.51"
2003-09-25,"9,343.96"
2003-09-26,"9,313.08"
2003-09-29,"9,380.24"
2003-09-30,"9,275.06"
2003-10-01,"9,469.20"
2003-10-02,"9,487.80"
2003-10-03,"9,572.31"
2003-10-06,"9,594.98"
2003-10-07,"9,654.61"
2003-10-08,"9,630.90"
2003-10-09,"9,680.01"
2003-10-10,"9,674.68"
2003-10-13,"9,764.38"
2003-10-14,"9,812.98"
2003-10-15,"9,803.05"
2003-10-16,"9,791.72"
2003-10-17,"9,721.79"
2003-10-20,"9,777.94"
2003-10-21,"9,747.64"
2003-10-22,"9,598.24"
2003-10-23,"9,613.13"
2003-10-24,"9,582.46"
2003-10-27,"9,608.16"
2003-10-28,"9,748.31"
2003-10-29,"9,774.53"
2003-10-30,"9,786.61"
2003-10-31,"9,801.12"
2003-11-03,"9,858.46"
2003-11-04,"9,838.83"
2003-11-05,"9,820.83"
2003-11-06,"9,856.97"
2003-11-07,"9,809.79"
2003-11-10,"9,756.53"
2003-11-11,"9,737.79"
2003-11-12,"9,848.83"
2003-11-13,"9,837.94"
2003-11-14,"9,768.68"
2003-11-17,"9,710.83"
2003-11-18,"9,624.16"
2003-11-19,"9,690.46"
2003-11-20,"9,619.42"
2003-11-21,"9,628.53"
2003-11-24,"9,747.79"
2003-11-25,"9,763.94"
2003-11-26,"9,779.57"
2003-11-28,"9,782.46"
2003-12-01,"9,899.05"
2003-12-02,"9,853.64"
2003-12-03,"9,873.42"
2003-12-04,"9,930.82"
2003-12-05,"9,862.68"
2003-12-08,"9,965.27"
2003-12-09,"9,923.42"
2003-12-10,"9,921.86"
2003-12-11,"10,008.16"
2003-12-12,"10,042.16"
2003-12-15,"10,022.82"
2003-12-16,"10,129.56"
2003-12-17,"10,145.26"
2003-12-18,"10,248.08"
2003-12-19,"10,278.22"
2003-12-22,"10,338.00"
2003-12-23,"10,341.26"
2003-12-24,"10,305.19"
2003-12-26,"10,324.67"
2003-12-29,"10,450.00"
2003-12-30,"10,425.04"
2003-12-31,"10,453.92"
2004-01-02,"10,409.85"
2004-01-05,"10,544.07"
2004-01-06,"10,538.66"
2004-01-07,"10,529.03"
2004-01-08,"10,592.44"
2004-01-09,"10,458.89"
2004-01-12,"10,485.18"
2004-01-13,"10,427.18"
2004-01-14,"10,538.37"
2004-01-15,"10,553.85"
2004-01-16,"10,600.51"
2004-01-20,"10,528.66"
2004-01-21,"10,623.62"
2004-01-22,"10,623.18"
2004-01-23,"10,568.29"
2004-01-26,"10,702.51"
2004-01-27,"10,609.92"
2004-01-28,"10,468.37"
2004-01-29,"10,510.29"
2004-01-30,"10,488.07"
2004-02-02,"10,499.18"
